key,avg_returns,SD,sharpe
LOW,0.01666598473222806,0.08100895896416685,0.19560780603583985
V,0.016610199646472874,0.052252667584508326,0.30218934987262336
MAS,0.016553275154964672,0.075768161985119,0.20765021537746572
DLR,0.016466509792408823,0.06104256323236186,0.25632131031014416
MXIM,0.01643558981623347,0.07295412157303499,0.21404671154323435
COST,0.01643521464097094,0.04970405497851874,0.3141637970527671
NDAQ,0.016360145899341618,0.05461416553887045,0.2845442340097874
QCOM,0.016284529292894076,0.1157050611607789,0.1336547350457316
PLD,0.016266390366634225,0.05697977884110144,0.2710854741944386
NKE,0.016227092634818887,0.06157907440629876,0.2502001334603194
MSI,0.016210151923349937,0.06664982013342337,0.23091062950419167
VRSK,0.016144678513532688,0.05101070036887268,0.3004208607746147
TJX,0.016095812847216617,0.14544549899546705,0.10502774546287406
A,0.01605783372594944,0.06583402930915336,0.23145831852997065
ACN,0.016013535832413398,0.05684899900195963,0.26726127283067314
GRMN,0.015973627206165304,0.07272219779396358,0.20837691469527006
ADI,0.01585570977030061,0.07782048635028951,0.19321017479409103
SBAC,0.015828925369663273,0.06130933695350528,0.24480651912848908
BSX,0.015791021113219058,0.06618656529069496,0.22619425932537107
PHM,0.01576504687372835,0.09861929855489661,0.15154282267997643
SWKS,0.015746102178091345,0.10109767716725591,0.1476404067464143
MKC,0.01569958315366695,0.05351666356700173,0.2780364499935245
DRI,0.015658005295948466,0.09820352432943867,0.15109442759072597
ABT,0.015618595920822303,0.059781911010495535,0.24754303886712833
TGT,0.01561467435289422,0.07909418279897579,0.187051358637791
CSX,0.01555919473772927,0.07746641756946449,0.19026560411823057
FISV,0.015524270543389623,0.05136403726389899,0.28627559916760015
ROK,0.015481983693061691,0.07536946266923697,0.19453480459860265
LHX,0.015357515490464007,0.06622863566846712,0.21950498215359782
MCD,0.015255647597412289,0.048976743429817136,0.29474494599867246
PWR,0.015143931817058707,0.0871533982883359,0.1643531072611742
AMT,0.015142530768059438,0.05291331212423521,0.27067915791080244
AJG,0.015041934462513189,0.05270227831840256,0.2698542627814096
ANTM,0.014954341961695863,0.07278878907461868,0.19418295236655453
JKHY,0.014849374274404931,0.0523916963803075,0.2677785840826135
FMC,0.014845756094020788,0.07977955437477378,0.175806398067018
ROP,0.014689570892323544,0.06030095171614344,0.23000583734751334
EXR,0.014660060911418346,0.06091976016447378,0.227185085332778
FCX,0.01456172623646897,0.1946636016460552,0.07059217090545104
